instance,repetition,position,solver,exit_code,status,cost,sets,preparation_wall_s,core_wall_s,total_after_read_wall_s,preparation_cpu_s,core_cpu_s,total_after_read_cpu_s,process_wall_s,process_user_s,process_system_s,max_rss_kb,nodes,best_bound,gap_percent,solution_valid,log_file
"scp42","1","2","cplex","0","Optimal","512","60","0.001665428","0.011017864","0.012683292","0.001665000","0.011021000","0.012686000","0.020606995","0.01","0.00","20512","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep01_pos2_cplex.log"
"scp42","2","1","cplex","0","Optimal","512","60","0.001647204","0.011933547","0.013580751","0.001647000","0.011935000","0.013582000","0.018808842","0.01","0.00","19664","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep02_pos1_cplex.log"
"scp42","2","2","dlx","0","Optimal","512","60","0.006556049","0.000088248","0.006644297","0.006560000","0.000088000","0.006648000","0.011137962","0.00","0.00","3800","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep02_pos2_dlx.log"
"scp42","3","1","dlx","0","Optimal","512","60","0.005508071","0.000050885","0.005558956","0.005507000","0.000051000","0.005558000","0.009565115","0.00","0.00","3996","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep03_pos1_dlx.log"
"scp42","3","2","cplex","0","Optimal","512","60","0.002283064","0.014104188","0.016387252","0.002283000","0.014106000","0.016389000","0.023283005","0.01","0.00","19548","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep03_pos2_cplex.log"
"scp42","4","1","cplex","0","Optimal","512","60","0.001429095","0.014264651","0.015693746","0.001429000","0.014267000","0.015696000","0.021155119","0.01","0.00","19636","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep04_pos1_cplex.log"
"scp42","4","2","dlx","0","Optimal","512","60","0.005191135","0.000063121","0.005254256","0.005190000","0.000063000","0.005253000","0.009552002","0.00","0.00","3868","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep04_pos2_dlx.log"
"scp42","5","1","dlx","0","Optimal","512","60","0.005551208","0.000050980","0.005602188","0.005549000","0.000051000","0.005600000","0.009883881","0.00","0.00","3996","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep05_pos1_dlx.log"
"scp42","5","2","cplex","0","Optimal","512","60","0.001656812","0.012490390","0.014147202","0.001656000","0.012493000","0.014149000","0.020331144","0.01","0.00","20464","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp42_rep05_pos2_cplex.log"
"scp43","1","1","cplex","0","Optimal","516","64","0.001715572","0.011192449","0.012908021","0.001715000","0.011194000","0.012909000","0.021374941","0.01","0.00","20216","0","516","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep01_pos1_cplex.log"
"scp43","1","2","dlx","0","Optimal","516","64","0.004691840","0.000058151","0.004749991","0.004692000","0.000058000","0.004750000","0.008635044","0.00","0.00","3676","65","516.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep01_pos2_dlx.log"
"scp43","2","1","dlx","0","Optimal","516","64","0.004564258","0.000059113","0.004623371","0.004563000","0.000059000","0.004622000","0.009405851","0.00","0.00","3988","65","516.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep02_pos1_dlx.log"
"scp43","2","2","cplex","0","Optimal","516","64","0.001674049","0.009430846","0.011104895","0.001679000","0.009432000","0.011111000","0.016112089","0.01","0.00","20448","0","516","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep02_pos2_cplex.log"
"scp43","3","1","cplex","0","Optimal","516","64","0.001646282","0.011179248","0.012825530","0.001646000","0.011189000","0.012835000","0.031101942","0.01","0.00","20796","0","516","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep03_pos1_cplex.log"
"scp43","3","2","dlx","0","Optimal","516","64","0.004373603","0.000052123","0.004425726","0.004372000","0.000052000","0.004424000","0.008262157","0.00","0.00","3852","65","516.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep03_pos2_dlx.log"
"scp43","4","1","dlx","0","Optimal","516","64","0.004959500","0.000058255","0.005017755","0.004960000","0.000058000","0.005018000","0.009298086","0.00","0.00","3916","65","516.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep04_pos1_dlx.log"
"scp43","4","2","cplex","0","Optimal","516","64","0.001638371","0.011493215","0.013131586","0.001637000","0.011495000","0.013132000","0.018491030","0.01","0.00","20244","0","516","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep04_pos2_cplex.log"
"scp43","5","1","cplex","0","Optimal","516","64","0.001311217","0.009747372","0.011058589","0.001311000","0.009750000","0.011061000","0.016035080","0.01","0.00","20036","0","516","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep05_pos1_cplex.log"
"scp43","5","2","dlx","0","Optimal","516","64","0.006146354","0.000079201","0.006225555","0.005746000","0.000078000","0.005824000","0.011523962","0.00","0.00","3996","65","516.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp43_rep05_pos2_dlx.log"
"scp44","1","1","dlx","0","Optimal","494","63","0.008451576","0.000175695","0.008627271","0.008452000","0.000175000","0.008627000","0.013146877","0.01","0.00","3952","304","493.9462","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep01_pos1_dlx.log"
"scp44","1","2","cplex","0","Optimal","494","63","0.001301850","0.024361392","0.025663242","0.001301000","0.024364000","0.025665000","0.031937838","0.02","0.00","22944","0","494","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep01_pos2_cplex.log"
"scp44","2","1","cplex","0","Optimal","494","63","0.001307920","0.020062873","0.021370793","0.001307000","0.020065000","0.021372000","0.026649952","0.02","0.00","23060","0","494","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep02_pos1_cplex.log"
"scp44","2","2","dlx","0","Optimal","494","63","0.007206970","0.000159454","0.007366424","0.007205000","0.000159000","0.007364000","0.012109995","0.00","0.00","3868","304","493.9462","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep02_pos2_dlx.log"
"scp44","3","1","dlx","0","Optimal","494","63","0.011711941","0.000375065","0.012087006","0.011726000","0.000375000","0.012101000","0.018183947","0.01","0.00","3952","304","493.9462","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep03_pos1_dlx.log"
"scp44","3","2","cplex","0","Optimal","494","63","0.001646781","0.021267810","0.022914591","0.001646000","0.021270000","0.022916000","0.028545141","0.02","0.00","23208","0","494","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep03_pos2_cplex.log"
"scp44","4","1","cplex","0","Optimal","494","63","0.002293260","0.029859194","0.032152454","0.002294000","0.029861000","0.032155000","0.039509058","0.03","0.00","22460","0","494","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep04_pos1_cplex.log"
"scp44","4","2","dlx","0","Optimal","494","63","0.010419443","0.000266836","0.010686279","0.010420000","0.000266000","0.010686000","0.015213013","0.01","0.00","3880","304","493.9462","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep04_pos2_dlx.log"
"scp44","5","1","dlx","0","Optimal","494","63","0.007167951","0.000164577","0.007332528","0.007167000","0.000164000","0.007331000","0.010958195","0.00","0.00","3880","304","493.9462","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep05_pos1_dlx.log"
"scp44","5","2","cplex","0","Optimal","494","63","0.001437798","0.020092826","0.021530624","0.001438000","0.020094000","0.021532000","0.027284861","0.02","0.00","23556","0","494","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp44_rep05_pos2_cplex.log"
"scp45","1","1","cplex","0","Optimal","512","60","0.001613856","0.010820133","0.012433989","0.001613000","0.010822000","0.012435000","0.020210028","0.01","0.00","19868","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep01_pos1_cplex.log"
"scp45","1","2","dlx","0","Optimal","512","60","0.004641896","0.000039591","0.004681487","0.004641000","0.000040000","0.004681000","0.008479834","0.00","0.00","3984","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep01_pos2_dlx.log"
"scp45","2","1","dlx","0","Optimal","512","60","0.006144714","0.000042275","0.006186989","0.006143000","0.000042000","0.006185000","0.011355162","0.00","0.00","3984","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep02_pos1_dlx.log"
"scp45","2","2","cplex","0","Optimal","512","60","0.001658963","0.009901420","0.011560383","0.001659000","0.009903000","0.011562000","0.016953945","0.01","0.00","19300","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep02_pos2_cplex.log"
"scp45","3","1","cplex","0","Optimal","512","60","0.002334526","0.014612975","0.016947501","0.002334000","0.014623000","0.016957000","0.024435043","0.02","0.00","19816","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep03_pos1_cplex.log"
"scp45","3","2","dlx","0","Optimal","512","60","0.004557056","0.000039730","0.004596786","0.004555000","0.000040000","0.004595000","0.008877993","0.00","0.00","3868","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep03_pos2_dlx.log"
"scp45","4","1","dlx","0","Optimal","512","60","0.004963145","0.000040008","0.005003153","0.004962000","0.000040000","0.005002000","0.009126902","0.00","0.00","3840","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep04_pos1_dlx.log"
"scp45","4","2","cplex","0","Optimal","512","60","0.001624060","0.010405495","0.012029555","0.001624000","0.010408000","0.012032000","0.017310143","0.00","0.00","20160","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep04_pos2_cplex.log"
"scp45","5","1","cplex","0","Optimal","512","60","0.002613168","0.013534402","0.016147570","0.002613000","0.013536000","0.016149000","0.022936106","0.01","0.00","19604","0","512","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep05_pos1_cplex.log"
"scp45","5","2","dlx","0","Optimal","512","60","0.004977881","0.000042200","0.005020081","0.004976000","0.000042000","0.005018000","0.008954048","0.00","0.00","3868","61","512.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp45_rep05_pos2_dlx.log"
"scp46","1","1","dlx","0","Optimal","560","64","0.008579621","0.048187059","0.056766680","0.008560000","0.048190000","0.056750000","0.062331915","0.06","0.00","4028","80008","557.1532","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep01_pos1_dlx.log"
"scp46","1","2","cplex","0","Optimal","560","64","0.001440606","0.014612841","0.016053447","0.001441000","0.014614000","0.016055000","0.021299124","0.01","0.00","21928","0","560","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep01_pos2_cplex.log"
"scp46","2","1","cplex","0","Optimal","560","64","0.001648310","0.015869441","0.017517751","0.001648000","0.015872000","0.017520000","0.022737026","0.02","0.00","21080","0","560","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep02_pos1_cplex.log"
"scp46","2","2","dlx","0","Optimal","560","64","0.007408683","0.049782163","0.057190846","0.007407000","0.049784000","0.057191000","0.061711073","0.05","0.00","3828","80008","557.1532","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep02_pos2_dlx.log"
"scp46","3","1","dlx","0","Optimal","560","64","0.007658890","0.042342858","0.050001748","0.007658000","0.042335000","0.049993000","0.053952932","0.05","0.00","3892","80008","557.1532","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep03_pos1_dlx.log"
"scp46","3","2","cplex","0","Optimal","560","64","0.002716700","0.019542877","0.022259577","0.002717000","0.019544000","0.022261000","0.029684067","0.02","0.00","21740","0","560","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep03_pos2_cplex.log"
"scp46","4","1","cplex","0","Optimal","560","64","0.001638016","0.017183674","0.018821690","0.001638000","0.017186000","0.018824000","0.026571035","0.01","0.01","21488","0","560","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep04_pos1_cplex.log"
"scp46","4","2","dlx","0","Optimal","560","64","0.008057199","0.043042129","0.051099328","0.008054000","0.043076000","0.051130000","0.056301117","0.05","0.00","4000","80008","557.1532","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep04_pos2_dlx.log"
"scp46","5","1","dlx","0","Optimal","560","64","0.007807068","0.045694913","0.053501981","0.007805000","0.045698000","0.053503000","0.058210135","0.05","0.00","3828","80008","557.1532","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep05_pos1_dlx.log"
"scp46","5","2","cplex","0","Optimal","560","64","0.001532326","0.014119998","0.015652324","0.001532000","0.014122000","0.015654000","0.020725012","0.01","0.00","21628","0","560","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp46_rep05_pos2_cplex.log"
"scp47","1","1","cplex","0","Optimal","430","58","0.002210600","0.011318623","0.013529223","0.002210000","0.011320000","0.013530000","0.019894123","0.01","0.00","19876","0","430","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep01_pos1_cplex.log"
"scp47","1","2","dlx","0","Optimal","430","58","0.006693975","0.000045644","0.006739619","0.006692000","0.000045000","0.006737000","0.012036085","0.00","0.00","3852","59","430.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep01_pos2_dlx.log"
"scp47","2","1","dlx","0","Optimal","430","58","0.006254668","0.000042303","0.006296971","0.006254000","0.000042000","0.006296000","0.010198832","0.00","0.00","3996","59","430.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep02_pos1_dlx.log"
"scp47","2","2","cplex","0","Optimal","430","58","0.001501528","0.010463303","0.011964831","0.001502000","0.010464000","0.011966000","0.017237186","0.00","0.00","19264","0","430","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep02_pos2_cplex.log"
"scp47","3","1","cplex","0","Optimal","430","58","0.001356843","0.010037059","0.011393902","0.001356000","0.010039000","0.011395000","0.016604900","0.01","0.00","19932","0","430","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep03_pos1_cplex.log"
"scp47","3","2","dlx","0","Optimal","430","58","0.006228528","0.000043418","0.006271946","0.006229000","0.000043000","0.006272000","0.010324955","0.00","0.00","3792","59","430.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep03_pos2_dlx.log"
"scp47","4","1","dlx","0","Optimal","430","58","0.006304913","0.000042501","0.006347414","0.006308000","0.000042000","0.006350000","0.010601997","0.00","0.00","3676","59","430.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep04_pos1_dlx.log"
"scp47","4","2","cplex","0","Optimal","430","58","0.001834353","0.011461959","0.013296312","0.001834000","0.011464000","0.013298000","0.018677950","0.00","0.00","19980","0","430","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep04_pos2_cplex.log"
"scp47","5","1","cplex","0","Optimal","430","58","0.001621031","0.008828380","0.010449411","0.001610000","0.008830000","0.010440000","0.015858889","0.01","0.00","19952","0","430","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep05_pos1_cplex.log"
"scp47","5","2","dlx","0","Optimal","430","58","0.005597320","0.000039738","0.005637058","0.005561000","0.000039000","0.005600000","0.009564877","0.00","0.00","3660","59","430.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp47_rep05_pos2_dlx.log"
"scp48","1","1","dlx","0","Optimal","492","59","0.006965592","0.018197621","0.025163213","0.006964000","0.018201000","0.025165000","0.029170990","0.02","0.00","3840","32903","488.3863","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep01_pos1_dlx.log"
"scp48","1","2","cplex","0","Optimal","492","59","0.002051546","0.024839785","0.026891331","0.002044000","0.024841000","0.026885000","0.033285141","0.02","0.00","21084","0","492","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep01_pos2_cplex.log"
"scp48","2","1","cplex","0","Optimal","492","59","0.001666119","0.022661268","0.024327387","0.001666000","0.022664000","0.024330000","0.030085802","0.02","0.00","21268","0","492","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep02_pos1_cplex.log"
"scp48","2","2","dlx","0","Optimal","492","59","0.007091397","0.015067348","0.022158745","0.007093000","0.015073000","0.022166000","0.027468920","0.02","0.00","3828","32903","488.3863","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep02_pos2_dlx.log"
"scp48","3","1","dlx","0","Optimal","492","59","0.006680851","0.018419392","0.025100243","0.006682000","0.018425000","0.025107000","0.029278994","0.02","0.00","3676","32903","488.3863","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep03_pos1_dlx.log"
"scp48","3","2","cplex","0","Optimal","492","59","0.002317904","0.023481497","0.025799401","0.002317000","0.023484000","0.025801000","0.032778978","0.02","0.00","21628","0","492","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep03_pos2_cplex.log"
"scp48","4","1","cplex","0","Optimal","492","59","0.001300726","0.022536237","0.023836963","0.001300000","0.022539000","0.023839000","0.029152870","0.02","0.00","21676","0","492","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep04_pos1_cplex.log"
"scp48","4","2","dlx","0","Optimal","492","59","0.007405247","0.018492726","0.025897973","0.007405000","0.018496000","0.025901000","0.030632019","0.02","0.00","4000","32903","488.3863","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep04_pos2_dlx.log"
"scp48","5","1","dlx","0","Optimal","492","59","0.007863113","0.019686576","0.027549689","0.007864000","0.019689000","0.027553000","0.032154799","0.03","0.00","3792","32903","488.3863","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep05_pos1_dlx.log"
"scp48","5","2","cplex","0","Optimal","492","59","0.001749651","0.023396735","0.025146386","0.001750000","0.023399000","0.025149000","0.030671835","0.02","0.00","21688","0","492","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_191919_2/logs/scp48_rep05_pos2_cplex.log"
