instance,repetition,position,solver,exit_code,status,cost,sets,preparation_wall_s,core_wall_s,total_after_read_wall_s,preparation_cpu_s,core_cpu_s,total_after_read_cpu_s,process_wall_s,process_user_s,process_system_s,max_rss_kb,nodes,best_bound,gap_percent,solution_valid,log_file
"scp55","1","1","dlx","0","Optimal","211","60","0.021400171","0.000037246","0.021437417","0.021383000","0.000037000","0.021420000","0.026275873","0.02","0.00","4136","61","211.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp55_rep01_pos1_dlx.log"
"scp56","1","1","dlx","0","Optimal","213","58","0.017212219","0.000044692","0.017256911","0.017210000","0.000045000","0.017255000","0.022116184","0.02","0.00","4172","59","212.5000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp56_rep01_pos1_dlx.log"
"scp57","1","1","dlx","0","Optimal","293","64","0.022529674","0.006268833","0.028798507","0.022529000","0.006284000","0.028813000","0.037713051","0.03","0.00","3988","7826","291.7504","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp57_rep01_pos1_dlx.log"
"scp58","1","1","dlx","0","Optimal","288","61","0.018828558","0.086941059","0.105769617","0.018826000","0.086939000","0.105765000","0.110984087","0.10","0.00","4256","103301","286.8543","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp58_rep01_pos1_dlx.log"
"scp59","1","1","dlx","0","Optimal","279","57","0.027758849","0.000059905","0.027818754","0.027742000","0.000060000","0.027802000","0.033997059","0.02","0.00","4252","58","278.9999","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp59_rep01_pos1_dlx.log"
"scp61","1","1","dlx","0","Optimal","138","34","0.015923769","1.570219082","1.586142851","0.015922000","1.570066000","1.585988000","1.592814922","1.58","0.00","4256","1340916","133.0852","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp61_rep01_pos1_dlx.log"
"scp62","1","1","dlx","0","Optimal","146","36","0.013524173","4.909251923","4.922776096","0.013521000","4.907428000","4.920949000","4.927925110","4.92","0.00","4252","2898670","140.3402","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp62_rep01_pos1_dlx.log"
"scp63","1","1","dlx","0","Optimal","145","35","0.014500809","0.349087938","0.363588747","0.014499000","0.349068000","0.363567000","0.368273020","0.35","0.00","4148","180316","139.8739","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp63_rep01_pos1_dlx.log"
"scp64","1","1","dlx","0","Optimal","131","38","0.030228775","0.045268946","0.075497721","0.030235000","0.045269000","0.075504000","0.081377029","0.07","0.00","4148","19852","128.8903","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp64_rep01_pos1_dlx.log"
"scp65","1","1","dlx","0","Optimal","161","36","0.016379366","10.428661253","10.445040619","0.016302000","10.426120000","10.442422000","10.452188969","10.44","0.00","4252","3659497","153.2328","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp65_rep01_pos1_dlx.log"
"scp410","1","1","dlx","0","Optimal","514","64","0.007934420","0.000034805","0.007969225","0.007931000","0.000035000","0.007966000","0.014631033","0.01","0.00","4112","65","513.5000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp410_rep01_pos1_dlx.log"
"scp510","1","1","dlx","0","Optimal","265","64","0.016457143","0.000070366","0.016527509","0.016457000","0.000070000","0.016527000","0.023280859","0.01","0.00","4048","65","265.0000","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scp510_rep01_pos1_dlx.log"
"scpe1","1","1","dlx","0","Optimal","5","5","0.006173247","0.037180685","0.043353932","0.006156000","0.037183000","0.043339000","0.048965931","0.04","0.00","4000","2068","3.4695","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scpe1_rep01_pos1_dlx.log"
"scpe2","1","1","dlx","0","Optimal","5","5","0.006807078","0.098956329","0.105763407","0.006808000","0.098902000","0.105710000","0.111593008","0.10","0.00","3792","5291","3.3763","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scpe2_rep01_pos1_dlx.log"
"scpe3","1","1","dlx","0","Optimal","5","5","0.005606303","0.095804058","0.101410361","0.005594000","0.095746000","0.101340000","0.107469082","0.10","0.00","3988","5492","3.2893","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scpe3_rep01_pos1_dlx.log"
"scpe4","1","1","dlx","0","Optimal","5","5","0.004997888","0.067316073","0.072313961","0.004995000","0.067314000","0.072309000","0.078536987","0.07","0.00","4028","3674","3.4433","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scpe4_rep01_pos1_dlx.log"
"scpe5","1","1","dlx","0","Optimal","5","5","0.004158085","0.075270287","0.079428372","0.004158000","0.075268000","0.079426000","0.084132910","0.08","0.00","3676","3875","3.3808","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_213442_2/logs/scpe5_rep01_pos1_dlx.log"
