instance,repetition,position,solver,exit_code,status,cost,sets,preparation_wall_s,core_wall_s,total_after_read_wall_s,preparation_cpu_s,core_cpu_s,total_after_read_cpu_s,process_wall_s,process_user_s,process_system_s,max_rss_kb,nodes,best_bound,gap_percent,solution_valid,log_file
"scpb2","1","1","dlx","0","TimeLimit","76","41","0.180817668","900.000511004","900.181328672","0.180801000","899.863081000","900.043882000","900.189477205","899.98","0.06","5660","308340736","69.2026","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb2_rep01_pos1_dlx_v2.log"
"scpb2","1","2","cplex","0","Optimal","76","39","0.005461814","0.707679274","0.713141088","0.005461000","0.707611000","0.713072000","0.724540949","0.70","0.01","33064","435","76","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb2_rep01_pos2_cplex.log"
"scpb3","1","1","cplex","0","Optimal","80","40","0.005435212","0.556370885","0.561806097","0.005374000","0.556205000","0.561579000","0.571416140","0.56","0.00","32456","187","80","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb3_rep01_pos1_cplex.log"
"scpb3","1","2","dlx","0","Optimal","80","38","0.175668113","142.152176973","142.327845086","0.175659000","142.141305000","142.316964000","142.338455915","142.31","0.01","5680","55362438","74.0084","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb3_rep01_pos2_dlx_v2.log"
"scpb4","1","1","dlx","0","TimeLimit","79","41","0.272263782","900.001736413","900.274000195","0.272249000","899.858278000","900.130527000","900.287057161","900.09","0.04","5688","280335360","71.1088","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb4_rep01_pos1_dlx_v2.log"
"scpb4","1","2","cplex","0","Optimal","79","39","0.010705834","1.199517999","1.210223833","0.010663000","1.199354000","1.210017000","1.222368956","1.21","0.00","33744","616","79","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb4_rep01_pos2_cplex.log"
"scpb5","1","1","cplex","0","Optimal","72","40","0.004970100","0.889888640","0.894858740","0.004971000","0.889865000","0.894836000","0.903075933","0.88","0.01","33208","83","72","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb5_rep01_pos1_cplex.log"
"scpb5","1","2","dlx","0","Optimal","72","39","0.212192827","18.983534073","19.195726900","0.212186000","18.981114000","19.193300000","19.203541994","19.19","0.00","5800","8441907","67.5713","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb5_rep01_pos2_dlx_v2.log"
"scpb.1","1","1","dlx","0","Optimal","69","39","0.302686998","11.897768159","12.200455157","0.302687000","11.896487000","12.199174000","12.212157011","12.20","0.00","5748","4780134","64.2106","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb.1_rep01_pos1_dlx_v2.log"
"scpb.1","1","2","cplex","0","Optimal","69","37","0.007406819","0.902739305","0.910146124","0.007381000","0.902518000","0.909899000","0.923192024","0.90","0.02","32660","47","69","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_211853_17578/logs/scpb.1_rep01_pos2_cplex.log"
