instance,repetition,position,solver,exit_code,status,cost,sets,preparation_wall_s,core_wall_s,total_after_read_wall_s,preparation_cpu_s,core_cpu_s,total_after_read_cpu_s,process_wall_s,process_user_s,process_system_s,max_rss_kb,nodes,best_bound,gap_percent,solution_valid,log_file
"scpa1","1","1","cplex","0","Optimal","253","67","0.004973111","0.496139523","0.501112634","0.004960000","0.496124000","0.501084000","0.509952068","0.49","0.01","29480","34","253","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_205420_10427/logs/scpa1_rep01_pos1_cplex.log"
"scpa1","1","2","dlx","0","TimeLimit","253","67","0.038921670","900.000286836","900.039208506","0.038922000","899.848934000","899.887856000","900.045013905","899.87","0.01","4464","941969408","246.4279","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260824_205420_10427/logs/scpa1_rep01_pos2_dlx.log"
