instance,repetition,position,solver,exit_code,status,cost,sets,preparation_wall_s,core_wall_s,total_after_read_wall_s,preparation_cpu_s,core_cpu_s,total_after_read_cpu_s,process_wall_s,process_user_s,process_system_s,max_rss_kb,nodes,best_bound,gap_percent,solution_valid,log_file
"scpa1","1","1","cplex","0","Optimal","253","67","0.003249668","0.656988449","0.660238117","0.003249000","0.656916000","0.660165000","0.668445110","0.65","0.01","29728","34","253","0","SIM","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_193337_2/logs/scpa1_rep01_pos1_cplex.log"
"scpa1","1","2","dlx","0","TimeLimit","254","67","0.038838794","60.001112058","60.039950852","0.038822000","59.982786000","60.021608000","60.046252012","60.00","0.02","4556","56981504","246.4279","","","/home/leo/novo_tcc_rian/cplex_testes_versus_meu_codigo/dlx_nova_versao/comparacao/resultados/20260822_193337_2/logs/scpa1_rep01_pos2_dlx.log"
